model_link_id,ROUTE_SYS,legacy_osm_lanes,mndot,widot,anoka,hennepin,carver,dakota,washington,naive,osm_min,osm_max,osm_mode
54106,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54107,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54108,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54109,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54110,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54111,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54112,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54113,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54114,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54115,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54116,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54117,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54118,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54119,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54120,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54121,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54122,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54123,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54124,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54125,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54126,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54127,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54128,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54129,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54130,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54131,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54132,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54133,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54134,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54135,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54136,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54137,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54138,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54139,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54140,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54141,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54142,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54143,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54144,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54145,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54146,26,0,1,0,0,0,0,0,0,1,NA,NA,NA
54147,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54148,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54149,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54150,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54151,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54152,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54153,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54154,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54155,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54156,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54157,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54158,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54159,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54160,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54161,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54162,26,0,1,0,0,0,0,0,0,1,NA,NA,NA
54163,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54164,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54165,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54166,7,2,2,0,0,0,0,0,0,1,2,3,2
54167,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54168,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54169,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54170,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54171,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54172,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54173,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54174,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54175,7,0,1,0,0,0,0,0,0,1,NA,NA,NA
54176,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54177,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54178,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54179,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54180,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54181,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54182,5,0,1,0,0,0,0,0,0,1,2,2,2
54183,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54184,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54185,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54186,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54187,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54188,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54189,5,0,1,0,0,0,0,0,0,1,2,2,2
54190,5,0,1,0,0,0,0,0,0,1,2,2,2
54191,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54192,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54193,5,0,1,0,0,0,0,0,0,1,2,2,2
54194,5,0,1,0,0,0,0,0,0,1,2,2,2
54195,5,0,1,0,0,0,0,0,0,1,2,2,2
54196,5,0,1,0,0,0,0,0,0,1,2,2,2
54197,21,0,1,0,0,0,0,0,0,1,NA,NA,NA
54198,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54199,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54200,5,0,1,0,0,0,0,0,0,1,2,2,2
54201,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54202,5,0,1,0,0,0,0,0,0,1,2,2,2
54203,7,0,1,0,0,0,0,0,0,1,NA,NA,NA
54204,10,0,2,0,0,0,0,0,0,1,NA,NA,NA
54205,7,0,1,0,0,0,0,0,0,1,NA,NA,NA
54206,10,0,1,0,0,0,0,0,0,1,2,2,2
54207,5,0,1,0,0,0,0,0,0,1,2,2,2
54208,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54209,10,0,1,0,0,0,0,0,0,1,2,2,2
54210,10,0,1,0,0,0,0,0,0,1,2,2,2
54211,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54212,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54213,4,1,1,0,0,0,0,0,0,1,2,2,2
54214,10,1,1,0,0,0,0,0,0,1,2,2,2
54215,10,0,1,0,0,0,0,0,0,1,2,2,2
54216,10,0,1,0,0,0,0,0,0,1,2,2,2
54217,26,0,0,0,0,0,0,0,0,1,NA,NA,NA
54218,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54219,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54220,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54221,10,0,1,0,0,0,0,0,0,1,2,2,2
54222,10,0,1,0,0,0,0,0,0,1,2,2,2
54223,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54224,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54225,10,0,1,0,0,0,0,0,0,1,2,2,2
54226,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54227,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54228,10,0,1,0,0,0,0,0,0,1,2,2,2
54229,10,0,1,0,0,0,0,0,0,1,2,2,2
54230,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54231,10,0,1,0,0,0,0,0,0,1,2,2,2
54232,10,0,1,0,0,0,0,0,0,1,2,2,2
54233,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54234,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54235,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54236,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54237,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54238,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54239,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54240,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54241,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54242,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54243,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54244,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54245,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54246,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54247,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54248,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54249,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54250,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54251,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54252,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54253,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54254,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54255,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54256,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54257,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54258,5,1,1,0,0,0,0,0,0,1,2,2,2
54259,5,1,1,0,0,0,0,0,0,1,2,2,2
54260,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54261,NA,2,1,0,0,0,0,0,0,1,2,2,2
54262,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54263,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54264,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54265,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54266,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54267,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54268,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54269,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54270,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54271,NA,2,1,0,0,0,0,0,0,1,2,2,2
54272,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54273,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54274,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54275,21,0,0,0,0,0,0,0,0,1,NA,NA,NA
54276,21,0,0,0,0,0,0,0,0,1,NA,NA,NA
54277,21,0,0,0,0,0,0,0,0,1,NA,NA,NA
54278,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54279,21,0,0,0,0,0,0,0,0,1,NA,NA,NA
54280,21,0,0,0,0,0,0,0,0,1,NA,NA,NA
54281,21,0,0,0,0,0,0,0,0,1,NA,NA,NA
54282,21,0,0,0,0,0,0,0,0,1,NA,NA,NA
54283,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54284,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54285,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54286,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54287,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54288,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54289,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54290,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54291,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54292,NA,2,1,0,0,0,0,0,0,1,2,2,2
54293,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54294,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54295,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54296,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54297,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54298,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54299,NA,2,1,0,0,0,0,0,0,1,2,2,2
54300,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54301,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54302,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54303,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54304,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54305,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54306,NA,2,1,0,0,0,0,0,0,1,2,2,2
54307,21,0,1,0,0,0,0,0,0,1,NA,NA,NA
54308,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54309,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54310,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54311,21,0,1,0,0,0,0,0,0,1,NA,NA,NA
54312,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54313,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54314,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54315,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54316,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54317,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54318,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54319,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54320,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54321,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54322,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54323,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54324,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54325,5,0,1,0,0,0,0,1,0,1,NA,NA,NA
54326,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54327,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54328,7,0,1,0,0,0,0,1,0,1,NA,NA,NA
54329,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54330,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54331,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54332,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54333,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54334,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54335,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54336,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54337,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54338,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54339,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54340,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54341,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54342,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54343,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54344,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54345,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54346,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54347,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54348,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54349,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54350,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54351,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54352,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54353,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54354,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54355,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54356,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54357,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54358,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54359,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54360,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54361,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54362,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54363,5,0,1,0,0,0,0,1,0,1,NA,NA,NA
54364,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54365,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54366,NA,2,0,0,0,0,0,0,0,1,2,2,2
54367,7,0,1,0,1,0,0,0,0,1,NA,NA,NA
54368,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54369,10,0,1,0,1,0,0,0,0,1,NA,NA,NA
54370,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54371,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54372,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54373,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54374,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54375,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54376,7,0,1,0,1,0,0,0,0,1,NA,NA,NA
54377,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54378,10,0,1,0,1,0,0,0,0,1,NA,NA,NA
54379,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54380,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54381,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54382,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54383,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54384,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54385,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54386,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54387,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54388,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54389,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54390,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54391,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54392,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54393,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54394,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54395,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54396,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54397,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54398,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54399,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54400,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54401,4,0,1,0,0,0,0,2,0,1,NA,NA,NA
54402,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54403,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54404,4,0,1,0,0,0,0,2,0,1,NA,NA,NA
54405,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54406,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54407,4,0,1,0,0,0,0,2,0,1,NA,NA,NA
54408,4,0,1,0,0,0,0,2,0,1,NA,NA,NA
54409,4,0,1,0,0,0,0,0,0,1,NA,NA,NA
54410,4,0,1,0,0,0,0,2,0,1,NA,NA,NA
54411,4,0,1,0,0,0,0,0,0,1,NA,NA,NA
54412,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54413,4,0,1,0,0,0,0,0,0,1,NA,NA,NA
54414,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54415,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54416,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54417,4,0,1,0,0,0,0,0,0,1,NA,NA,NA
54418,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54419,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54420,4,0,1,0,0,0,0,0,0,1,NA,NA,NA
54421,4,0,1,0,0,0,0,0,0,1,NA,NA,NA
54422,4,0,1,0,0,0,0,0,0,1,NA,NA,NA
54423,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54424,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54425,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54426,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54427,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54428,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54429,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54430,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54431,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54432,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54433,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54434,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54435,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54436,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54437,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54438,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54439,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54440,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54441,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54442,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54443,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54444,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54445,NA,1,0,1,0,0,0,0,0,1,2,2,2
54446,NA,1,0,1,0,0,0,0,0,1,2,2,2
54447,NA,1,0,1,0,0,0,0,0,1,2,2,2
54448,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54449,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54450,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54451,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54452,5,1,1,0,0,0,0,0,0,1,2,2,2
54453,5,1,1,0,0,0,0,0,0,1,2,2,2
54454,10,0,0,0,0,0,0,0,0,1,NA,NA,NA
54455,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54456,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54457,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54458,4,0,2,0,0,0,0,2,0,1,NA,NA,NA
54459,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54460,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54461,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54462,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54463,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54464,7,0,1,0,1,0,0,0,0,1,NA,NA,NA
54465,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54466,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54467,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54468,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54469,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54470,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54471,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54472,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54473,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54474,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54475,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54476,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54477,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54478,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54479,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54480,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54481,4,0,1,0,0,0,0,0,0,1,NA,NA,NA
54482,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54483,10,0,2,0,0,0,0,2,0,1,NA,NA,NA
54484,NA,1,0,1,0,0,0,0,0,1,2,2,2
54485,NA,1,0,1,0,0,0,0,0,1,2,2,2
54486,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54487,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54488,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54489,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54490,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54491,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54492,NA,1,0,1,0,0,0,0,0,1,2,2,2
54493,NA,1,0,1,0,0,0,0,0,1,2,2,2
54494,NA,1,0,1,0,0,0,0,0,1,2,2,2
54495,5,0,2,0,0,0,0,0,0,1,NA,NA,NA
54496,4,2,0,0,0,0,0,2,0,1,2,2,2
54497,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54498,5,0,2,0,0,0,0,0,0,1,NA,NA,NA
54499,NA,0,1,0,0,0,0,0,0,1,NA,NA,NA
54500,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54501,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
54502,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54503,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54504,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54505,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54506,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54507,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54508,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54509,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54510,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54511,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54512,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54513,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54514,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54515,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54516,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54517,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54518,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54519,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54520,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54521,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54522,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54523,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54524,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54525,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54526,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54527,10,0,1,0,0,0,0,0,0,1,NA,NA,NA
54528,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54529,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54530,5,0,1,0,0,0,0,0,0,1,NA,NA,NA
54531,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54532,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54533,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54534,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA
54535,4,0,1,0,0,0,0,1,0,1,NA,NA,NA
54536,8,0,1,0,0,0,0,0,0,1,NA,NA,NA
54537,8,0,1,0,0,0,0,1,0,1,NA,NA,NA
54538,8,0,1,0,0,0,0,0,0,1,NA,NA,NA
54539,8,0,1,0,0,0,0,0,0,1,NA,NA,NA
54540,8,0,1,0,0,0,0,1,0,1,NA,NA,NA
54541,8,0,1,0,0,0,0,1,0,1,NA,NA,NA
54542,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA
