osm_link_id,model_link_id,ROUTE_SYS,OSMlanes,mndot,widot,anoka,hennepin,carver,dakota,washington,here,naive,dot,lanes,osm_latest,osm_latest_min,osm_latest_max,osm_latest_mode
21448750,330,,0,0,1,0,0,0,0,0,1,1,1,1,,,,
"2,144,875,021,563,160",331,,0,0,0,0,0,0,0,0,1,1,0,1,,,,
21448750,332,,0,0,1,0,0,0,0,0,1,1,1,1,,,,
"2,144,875,021,563,030",333,,0,0,1,0,0,0,0,0,1,1,1,1,,,,
110400110,334,,0,0,1,0,0,0,0,0,1,1,1,1,,,,
18216031,335,5,1,1,0,0,0,0,0,0,1,1,1,1,2,2,2,2
131084310,336,5,2,1,0,0,0,0,0,0,2,1,1,1,2,2,2,2
131084311,337,5,2,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2
131084301,338,4,0,2,0,0,0,0,0,0,2,1,2,2,,,,
131084296,339,4,0,2,0,0,0,0,0,0,2,1,2,2,,,,
131084314,340,,0,1,0,0,0,0,0,0,0,1,1,1,,,,
131084296,341,4,0,2,0,0,0,0,0,0,2,1,2,2,,,,
131084311,342,5,2,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2
131084296,343,4,0,2,0,0,0,0,0,0,2,1,2,2,,,,
131084298,344,21,0,2,0,0,0,0,0,0,2,1,2,2,,,,
131084303,345,4,0,2,0,0,0,0,0,0,2,1,2,2,,,,
131084303,346,4,0,2,0,0,0,0,0,0,2,1,2,2,,,,
18222145,347,4,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2
131084295,348,4,0,2,0,0,0,0,0,0,0,1,2,2,,,,
131084303,349,4,0,2,0,0,0,0,0,0,2,1,2,2,,,,
131084307,350,4,2,2,0,0,0,0,0,0,0,1,2,2,2,2,2,2
131084295,351,4,0,2,0,0,0,0,0,0,0,1,2,2,,,,
131084303,352,4,0,2,0,0,0,0,0,0,2,1,2,2,,,,
131084316,353,,0,0,0,0,0,0,0,0,1,1,0,1,,,,
131084303,354,4,0,2,0,0,0,0,0,0,1,1,2,2,,,,
131084303,355,4,0,2,0,0,0,0,0,0,0,1,2,2,,,,
59585998,356,,0,0,0,0,0,0,0,0,1,1,0,1,,,,
232721343,357,10,0,0,0,0,0,0,0,0,1,1,0,1,,,,
131084307,358,4,2,2,0,0,0,0,0,0,0,1,2,2,2,2,2,2
25855303,359,5,0,1,0,0,0,0,0,0,1,1,1,1,,,,
5995664,360,10,0,1,0,0,0,0,0,0,1,1,1,1,,,,
25855303,361,5,0,1,0,0,0,0,0,0,1,1,1,1,,,,
18209069,362,4,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2
568380852,363,,0,0,0,0,0,0,0,0,0,1,0,1,,,,
